-8.96e-06,262.5640869141,4207.9487304688,4266.6665039062,1.0256320238
32.8205032349,5283.205078125,-8.96e-06,-8.96e-06,-8.96e-06
6848.0771484375,24.6153755188,32.8205032349,175.3846130371,6880.0
-8.96e-06,262.5640869141,2107.3076171875,4266.6665039062,21.0256328583
32.8205032349,32.1794776917,-8.96e-06,-8.96e-06,-8.96e-06
7042.9487304688,24.6153755188,32.8205032349,284.1025695801,6929.2309570312
-8.96e-06,262.5640869141,6308.3334960938,4266.6665039062,12.307682991
32.8205032349,4758.0771484375,-8.96e-06,-8.96e-06,-8.96e-06
7139.3588867188,-8.96e-06,32.8205032349,214.3589630127,7003.0771484375
-8.96e-06,262.5640869141,4206.41015625,4266.6665039062,10.7692222595
32.8205032349,7383.58984375,-8.96e-06,-8.96e-06,-8.96e-06
6969.1025390625,-8.96e-06,32.8205032349,206.1538391113,5878.9741210938
-8.96e-06,262.5640869141,6306.9228515625,4233.8461914062,28.7179393768
32.8205032349,6858.3334960938,-8.96e-06,-8.96e-06,-8.96e-06
6735.2563476562,16.4102478027,32.8205032349,390.7692260742,5829.7436523438
-8.96e-06,262.5640869141,4206.5385742188,4233.8461914062,27.6922988892
32.8205032349,4757.9487304688,-8.96e-06,-8.96e-06,-8.96e-06
7040.8974609375,-8.96e-06,32.8205032349,109.7435836792,5575.384765625
-8.96e-06,262.5640869141,6.0256319046,4266.6665039062,-8.96e-06
32.8205032349,4232.8203125,-8.96e-06,-8.96e-06,-8.96e-06
6679.8715820312,16.4102478027,32.8205032349,148.7179412842,5624.615234375
-8.96e-06,262.5640869141,6307.4360351562,4233.8461914062,19.4871711731
32.8205032349,1082.1794433594,-8.96e-06,-8.96e-06,-8.96e-06
6856.2822265625,-8.96e-06,32.8205032349,19.4871711731,4869.7436523438
-8.96e-06,262.5640869141,2104.6154785156,4233.8461914062,5.6410164833
32.8205032349,6332.9487304688,-8.96e-06,-8.96e-06,-8.96e-06
6423.4614257812,-8.96e-06,32.8205032349,269.7435913086,3770.2563476562
-8.96e-06,262.5640869141,6305.8974609375,4233.8461914062,9.7435808182
32.8205032349,7383.3334960938,-8.96e-06,-8.96e-06,-8.96e-06
6626.5385742188,24.6153755188,32.8205032349,183.5897369385,4525.1284179688
-8.96e-06,262.5640869141,2105.8974609375,4233.8461914062,9.7435808182
32.8205032349,1082.0512695312,-8.96e-06,-8.96e-06,-8.96e-06
6565.0,16.4102478027,32.8205032349,220.5128173828,4229.7436523438
-8.96e-06,262.5640869141,2105.6411132812,4201.0258789062,30.256401062
32.8205032349,4232.8203125,-8.96e-06,-8.96e-06,-8.96e-06
6790.6411132812,16.4102478027,32.8205032349,386.6666564941,4024.6154785156
-8.96e-06,262.5640869141,4206.0258789062,4233.8461914062,5.1281962395
32.8205032349,31.7948627472,-8.96e-06,-8.96e-06,-8.96e-06
7071.6665039062,-8.96e-06,32.8205032349,214.3589630127,4664.615234375
-8.96e-06,262.5640869141,4207.0512695312,4233.8461914062,14.8717861176
32.8205032349,5808.4614257812,-8.96e-06,-8.96e-06,-8.96e-06
6891.1538085938,8.205119133,32.8205032349,357.9486999512,3737.4357910156
-8.96e-06,262.5640869141,2105.5126953125,4233.8461914062,15.3846063614
32.8205032349,3182.5642089844,-8.96e-06,-8.96e-06,-8.96e-06
6815.2563476562,8.205119133,32.8205032349,288.2051086426,1669.7435302734
-8.96e-06,262.5640869141,5.5128116608,4233.8461914062,10.7692222595
32.8205032349,1607.3077392578,-8.96e-06,-8.96e-06,-8.96e-06
7003.9741210938,16.4102478027,32.8205032349,177.4358825684,2055.3845214844
-8.96e-06,262.5640869141,4206.5385742188,4233.8461914062,13.3333244324
32.8205032349,3182.3076171875,-8.96e-06,-8.96e-06,-8.96e-06
6729.1025390625,8.205119133,32.8205032349,199.9999847412,693.3333129883
-8.96e-06,262.5640869141,4204.1025390625,4201.0258789062,29.2307605743
32.8205032349,31.4102478027,-8.96e-06,-8.96e-06,-8.96e-06
6737.3076171875,24.6153755188,32.8205032349,452.3076782227,8315.76953125
-8.96e-06,262.5640869141,4204.8715820312,4201.0258789062,29.2307605743
32.8205032349,4232.3076171875,-8.96e-06,-8.96e-06,-8.96e-06
6829.615234375,8.205119133,32.8205032349,339.4871826172,2711.794921875
-8.96e-06,262.5640869141,2104.3588867188,4233.8461914062,2.5640935898
32.8205032349,2657.1794433594,-8.96e-06,-8.96e-06,-8.96e-06
6862.4360351562,8.205119133,32.8205032349,208.2051239014,1997.9487304688
-8.96e-06,262.5640869141,4205.7690429688,4201.0258789062,29.2307605743
32.8205032349,3707.4357910156,-8.96e-06,-8.96e-06,-8.96e-06
6729.1025390625,24.6153755188,32.8205032349,56.4102478027,1431.794921875
-8.96e-06,262.5640869141,4.8717861176,4233.8461914062,1.5384526253
32.8205032349,1081.794921875,-8.96e-06,-8.96e-06,-8.96e-06
6944.4873046875,-8.96e-06,32.8205032349,165.1281890869,996.9230957031
-8.96e-06,262.5640869141,6305.2563476562,4201.0258789062,16.4102478027
32.8205032349,556.6666870117,-8.96e-06,-8.96e-06,-8.96e-06
6811.1538085938,24.6153755188,32.8205032349,177.4358825684,184.6153717041
-8.96e-06,262.5640869141,4205.7690429688,4201.0258789062,30.256401062
32.8205032349,7908.0771484375,-8.96e-06,-8.96e-06,-8.96e-06
6827.5639648438,6391.9228515625,32.8205032349,218.4615325928,1210.2563476562
-8.96e-06,262.5640869141,4.7435808182,4233.8461914062,-8.96e-06
32.8205032349,1081.9230957031,-8.96e-06,-8.96e-06,-8.96e-06
7190.6411132812,2223.4614257812,32.8205032349,312.8204956055,955.8973999023
-8.96e-06,262.5640869141,6306.794921875,4233.8461914062,11.7948627472
32.8205032349,1607.1794433594,-8.96e-06,-8.96e-06,-8.96e-06
7371.1538085938,2223.4614257812,32.8205032349,132.3076782227,1653.3333740234
-8.96e-06,262.5640869141,4208.3334960938,4233.8461914062,13.8461446762
32.8205032349,4233.205078125,-8.96e-06,-8.96e-06,-8.96e-06
7307.5639648438,4840.8974609375,32.8205032349,128.2051239014,1284.1025390625
-8.96e-06,262.5640869141,5.6410164833,4233.8461914062,9.2307605743
32.8205032349,557.0512695312,-8.96e-06,-8.96e-06,-8.96e-06
7340.384765625,6367.3076171875,32.8205032349,8380.384765625,1628.7178955078
-8.96e-06,262.5640869141,2104.7436523438,4201.0258789062,28.7179393768
32.8205032349,3707.4357910156,-8.96e-06,-8.96e-06,-8.96e-06
7272.6923828125,6383.7177734375,32.8205032349,132.3076782227,8053.205078125
-8.96e-06,262.5640869141,4.2307600975,4201.0258789062,10.7692222595
32.8205032349,5807.6923828125,-8.96e-06,-8.96e-06,-8.96e-06
6946.5385742188,6375.5126953125,32.8205032349,8380.384765625,184.6153717041
-8.96e-06,262.5640869141,6310.7690429688,4233.8461914062,2.0512731075
32.8205032349,1608.0769042969,-8.96e-06,-8.96e-06,-8.96e-06
