4903.0771484375,1328.0769042969,7629.3588867188,4415.0,328.9743652344
2182.4357910156,7060.0,1079.8718261719,3299.4870605469,4779.7436523438
1379.4871826172,8.205119133,-8.96e-06,-8.96e-06,6469.7436523438
4771.794921875,1328.0769042969,1327.6922607422,4415.0,307.9486999512
2182.5642089844,5484.615234375,7348.58984375,3305.8974609375,4779.7436523438
1707.6922607422,-8.96e-06,-8.96e-06,-8.96e-06,7388.7177734375
5034.3588867188,802.9487304688,1326.794921875,4415.1284179688,341.282043457
2313.8461914062,6534.8715820312,7348.4614257812,3299.6154785156,4779.7436523438
1576.4102783203,-8.96e-06,-8.96e-06,-8.96e-06,7191.794921875
5034.3588867188,802.9487304688,3427.4357910156,4415.1284179688,331.0256347656
2182.4357910156,233.2051239014,1079.8718261719,3299.4870605469,4779.7436523438
1248.205078125,24.6153755188,-8.96e-06,-8.96e-06,5878.9741210938
4903.0771484375,802.9487304688,5527.1796875,4382.1796875,323.8461303711
2182.4357910156,7585.0,1079.8718261719,3299.4870605469,4779.7436523438
1313.8461914062,8.205119133,-8.96e-06,-8.96e-06,6535.384765625
4903.0771484375,802.9487304688,1325.3846435547,4382.1796875,338.2051086426
2051.2819824219,7584.7436523438,1047.0512695312,3299.7436523438,4779.7436523438
920.0,-8.96e-06,-8.96e-06,-8.96e-06,6305.6411132812
4903.0771484375,802.9487304688,7626.9228515625,4382.1796875,403.3333129883
2182.4357910156,7059.615234375,3147.5642089844,3299.4870605469,4779.7436523438
788.717956543,-8.96e-06,-8.96e-06,-8.96e-06,5124.1025390625
4903.0771484375,1328.0769042969,7626.41015625,4382.1796875,364.8717956543
2182.4357910156,8109.8715820312,5281.9228515625,3299.7436523438,4779.7436523438
788.717956543,-8.96e-06,-8.96e-06,-8.96e-06,5288.205078125
4903.0771484375,1328.0769042969,5526.1538085938,4382.1796875,330.5128173828
2051.2819824219,5484.2309570312,1047.0512695312,3299.7436523438,4779.7436523438
821.5384521484,24.6153755188,-8.96e-06,-8.96e-06,5386.6665039062
4903.0771484375,1328.0769042969,3424.2307128906,4349.3588867188,393.0769042969
2182.4357910156,3908.58984375,5280.8974609375,3299.4870605469,4779.7436523438
985.6409912109,-8.96e-06,-8.96e-06,-8.96e-06,5189.7436523438
5034.3588867188,1328.0769042969,3424.1025390625,4349.4873046875,420.7692260742
2051.2819824219,4433.4614257812,5248.0771484375,3299.6154785156,4779.7436523438
854.3589477539,16.4102478027,-8.96e-06,-8.96e-06,4237.9487304688
5034.3588867188,1328.0769042969,7624.4873046875,4349.615234375,351.0256347656
2051.1538085938,8109.2309570312,7382.3076171875,3299.7436523438,4779.7436523438
526.1538085938,6367.3076171875,-8.96e-06,-8.96e-06,4927.1796875
5034.3588867188,1328.0769042969,5524.8715820312,4349.615234375,349.4871826172
2313.7180175781,5483.7177734375,3181.41015625,3299.8718261719,4779.7436523438
591.7948608398,6391.9228515625,-8.96e-06,-8.96e-06,5419.4873046875
5165.6411132812,1328.0769042969,5524.8715820312,4349.7436523438,343.8461303711
2051.1538085938,2332.9487304688,5281.9228515625,3299.6154785156,4812.5639648438
296.4102478027,6391.9228515625,-8.96e-06,-8.96e-06,4008.205078125
5034.3588867188,1328.0769042969,3424.4870605469,4349.7436523438,344.3589782715
2051.1538085938,5483.8461914062,3180.3845214844,3299.6154785156,4812.5639648438
427.6922912598,6391.9228515625,-8.96e-06,-8.96e-06,4270.7690429688
5034.3588867188,1328.0769042969,7625.0,4349.8715820312,273.5897216797
2313.7180175781,7058.9741210938,5281.9228515625,3299.7436523438,4812.5639648438
296.4102478027,7704.3588867188,-8.96e-06,-8.96e-06,3844.1025390625
4903.0771484375,1853.205078125,5523.7177734375,4349.8715820312,296.6666564941
2313.8461914062,2858.205078125,1079.8718261719,3299.7436523438,4812.5639648438
